2022-04-03 22:36:35.836 [main] INFO  com.yindahu.MagicApiApplication - Starting MagicApiApplication using Java 1.8.0_181 on yindahu with PID 780 (C:\Users\Administrator\Desktop\pr_plugin\vt_api\target\classes started by Administrator in C:\Users\Administrator\Desktop\pr_plugin\vt_api) 
2022-04-03 22:36:37.633 [main] INFO  o.s.aop.framework.CglibAopProxy - Unable to proxy interface-implementing method [public final void org.springframework.context.support.ApplicationObjectSupport.setApplicationContext(org.springframework.context.ApplicationContext) throws org.springframework.beans.BeansException] because it is marked as final: Consider using interface-based JDK proxies instead! 
2022-04-03 22:36:37.750 [main] INFO  o.s.m.d.m.MagicDynamicDataSource - 注册数据源：default 
2022-04-03 22:36:37.752 [main] INFO  o.s.m.d.m.MagicDynamicDataSource - 注册数据源：mysql 
2022-04-03 22:36:37.834 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor' 
2022-04-03 22:36:37.939 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 未配置集群通知服务，本实例不会推送通知，集群环境下可能会有问题，如需开启，请引用magic-api-plugin-cluster插件 
2022-04-03 22:36:37.960 [main] INFO  o.s.m.s.b.s.MagicModuleConfiguration - 未找到分页实现,采用默认分页实现,分页配置:(页码=page,页大小=size,默认首页=1,默认页大小=10,最大页大小=-1) 
2022-04-03 22:36:37.961 [main] INFO  o.s.m.s.b.s.MagicModuleConfiguration - 未找到SQL缓存实现，采用默认缓存实现(LRU+TTL)，缓存配置:(容量=10000,TTL=-1) 
2022-04-03 22:36:38.032 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - magic-api工作目录:db://magic_api_file//magic-api 
2022-04-03 22:36:38.036 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 注册模块:log -> interface org.slf4j.Logger 
2022-04-03 22:36:38.038 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 注册模块:db -> class org.ssssssss.magicapi.modules.db.SQLModule 
2022-04-03 22:36:38.038 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 注册模块:http -> class org.ssssssss.magicapi.modules.http.HttpModule 
2022-04-03 22:36:38.038 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 注册模块:env -> class org.ssssssss.magicapi.modules.spring.EnvModule 
2022-04-03 22:36:38.038 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 注册模块:request -> class org.ssssssss.magicapi.modules.servlet.RequestModule 
2022-04-03 22:36:38.038 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 注册模块:response -> class org.ssssssss.magicapi.modules.servlet.ResponseModule 
2022-04-03 22:36:38.038 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 注册模块:magic -> class org.ssssssss.magicapi.core.service.impl.DefaultMagicAPIService 
2022-04-03 22:36:38.039 [main] INFO  o.s.m.s.b.s.MagicAPIAutoConfiguration - 自动导入模块：db 
2022-04-03 22:36:38.062 [main] ERROR o.s.m.s.b.s.MagicAPIAutoConfiguration - 当前备份设置未配置，强烈建议配置备份设置，以免代码丢失。 
2022-04-03 22:36:38.074 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9999"] 
2022-04-03 22:36:38.086 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9999 (http) with context path '' 
2022-04-03 22:36:38.094 [main] INFO  com.yindahu.MagicApiApplication - Started MagicApiApplication in 2.525 seconds (JVM running for 3.477) 
2022-04-03 22:36:38.234 [main] INFO  c.a.druid.pool.DruidDataSource - {dataSource-1,mysql} inited 
2022-04-03 22:37:06.527 [http-nio-9999-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet' 
2022-04-03 22:37:06.527 [http-nio-9999-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet' 
2022-04-03 22:37:06.528 [http-nio-9999-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms 
